Venue Id,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Distance,Venue Category,Unnamed: 0_y,Venue Url,Venue Twitter,Venue Instagram,Venue Formatted Phone,Venue Rating,Venue Description,Venue Created,Venue Tips Count,Venue Likes Count
4d4a33d583eda1cdb555b0b1,Ni̇sbeti̇ye mah,41.0717724,29.021261,Lotus YA Levent,41.074734,29.017722999999997,443,Yoga Studio,31,,,,,0.0,,1296708565,0,0
4d6a60041a88b1f70c04375d,Di̇ki̇li̇tas mah,41.0557351,29.003801,Polat Towerside Gym Club,41.056789074666135,28.999028452366492,417,Gym,32,,,,,0.0,,1298817028,1,1
4d761570ec646dcb82abf510,Konaklar mah,41.0934402,29.013986300000003,Gym House,41.088755,29.012857,530,Gym,33,,,,,0.0,,1299584368,0,0
4d78bdc2109eb1f730dd5306,Kultur mah,41.073201899999994,29.0329,Ulus Body & Fitness,41.07059788850618,29.02814956049052,492,Gym / Fitness Center,34,,,,,0.0,,1299758530,1,3
4d7cf6aef260a093968043ba,Ulus mah,41.0632296,29.027080600000005,Platin Gym,41.062021092240116,29.029449054404783,240,Yoga Studio,35,,,,,0.0,,1300035246,1,2
4d80855f6bd8b60cb24d4a7c,Kultur mah,41.073201899999994,29.0329,D's Pilates,41.071985399627145,29.029054960823437,349,Gym / Fitness Center,36,,,,,7.5,,1300268383,1,9
4d95cd7ab188721e55a4e636,Akat mah,41.085614299999996,29.0256257,Gym Schutzwaffe,41.0814632,29.025064675,464,Gym,37,,,,,0.0,,1301663098,0,0
4d9602ff0caaa143df746cb3,Eti̇ler mah,41.0870419,29.037264299999997,Oxygen GYM,41.08600103640639,29.04326384197769,516,Gym,38,,,,,7.5,,1301676799,8,9
4d9b30ba03d8721ebfd5e124,Bebek mah,41.077743700000006,29.041628600000003,Baps 'Body Arts Pilates Studio',41.077546642193305,29.04246113760111,73,Gym / Fitness Center,39,http://t.co/j1wxfc6NaU,pilatesbaps,,+90 212 263 75 07,7.5,,1302016186,8,17
4da47b620f578cfa57f9cf18,Bebek mah,41.077743700000006,29.041628600000003,BBL Gym,41.078396999999995,29.044911,284,Gym,40,,,,,0.0,,1302625122,0,1
4dac54c35da3ba8a47b3b43f,Ni̇sbeti̇ye mah,41.0717724,29.021261,Pilates studio,41.075078989831894,29.024122542310423,439,Yoga Studio,41,,,,,0.0,,1303139523,0,0
4db29a5643a17e74378d0d7a,Levent mah,41.0818288,29.018351199999998,Yogha,41.084930099540955,29.01589307615362,402,Yoga Studio,42,,,,+90 212 324 61 08,0.0,,1303550550,0,0
4dbae5066e815ab0de5d1845,Konaklar mah,41.0934402,29.013986300000003,Harp Akademileri Spor Salonu,41.09407413467154,29.014046345622138,70,Gym,43,,,,,8.9,,1304093958,6,58
4dc2cbc945ddd5b5b6b4b5bc,Si̇nanpasa mah,41.0418657,29.005111600000003,Ota Gym,41.04217125408577,29.004641869615345,52,Gym,44,,,,,0.0,,1304611785,2,1
4dc41c0e18387d1bd51a5e60,Kurucesme mah,41.0616299,29.0329,Caudalie Spa & Fitness,41.05887224633784,29.036134846579014,409,Gym / Fitness Center,45,,,,,0.0,,1304697870,1,3
4dcbaacfd4c0dfa030d4c599,Levent mah,41.0818288,29.018351199999998,Yapı Kredi Plaza D Blok Spor Salonu,41.08140326564367,29.01416528690401,354,Gym,46,,,,,0.0,,1305193167,1,3
4dd299cfae60fb3f53c486f8,Muradi̇ye mah,41.04845039999999,28.9987081,Nis Plates,41.051373646865365,28.998243493365887,327,Gym / Fitness Center,47,,,,,0.0,,1305647567,0,2
4dd2a4a9d16465f3f95719c6,Ci̇hannuma mah,41.047211100000006,29.007438699999998,Pilates point studio nisantasi,41.04939958481878,29.001683706033358,541,Gym / Fitness Center,48,,,,,0.0,,1305650345,0,0
4dda8fa41f6ee146836d0044,Bebek mah,41.077743700000006,29.041628600000003,Life Gym,41.081331833839705,29.03597232786149,620,Gym,49,,,,,0.0,,1306169252,4,0
4de0b20dc65bcc724f460522,Ortakoy mah,41.053970299999996,29.027080600000005,Frog Yoga & Pilates,41.05365894309017,29.029492798511395,205,Yoga Studio,50,,,,+90 212 259 05 03,0.0,,1306571277,0,6
4decc12efa76cc1b8b1e7abc,Levent mah,41.0818288,29.018351199999998,Dr.Ender Saraç,41.077093645347325,29.014945609097644,599,Yoga Studio,51,,,,,0.0,,1307361582,0,1
4decf4d722713dd973d238fc,Bebek mah,41.077743700000006,29.041628600000003,Hero House Pilates,41.080768451590025,29.03606604580401,575,Gym / Fitness Center,52,,,,,7.6,,1307374807,3,9
4dfc661fb0fb84d7ace0142d,Eti̇ler mah,41.0870419,29.037264299999997,Joy Pilates Etiler,41.08469504505284,29.033650481719192,400,Gym / Fitness Center,53,,,,+90 212 352 50 40,8.2,,1308386847,1,8
4e042b37e4cd92cb899cafc4,Akat mah,41.085614299999996,29.0256257,Parkmaya Site Havuzu,41.08591772480092,29.02191711607842,312,Gym Pool,54,,,,,7.5,,1308896055,2,14
4e0db686fa76d62f4440ef68,Meci̇di̇ye mah,41.050939299999996,29.021261,Bross Pilates Studio,41.05522644414136,29.019536586897036,498,Gym / Fitness Center,55,,,,,0.0,,1309521542,0,5
4e116520b3adf2a0f5a2d5c6,Ci̇hannuma mah,41.047211100000006,29.007438699999998,Health Club & Spa Soul,41.0469964978444,29.008914572004947,126,Gym / Fitness Center,56,https://conradhotels3.hilton.com/en/hotels/turkey/conrad-istanbul-bosphorus-ISTHCCI/amenities/spa.html,,,,8.5,Health Club & Spa Soul set within the exquisite Conrad Istanbul Bosphorus is the ideal destination for relaxation.,1309762848,22,50
4e15e3aad4c0e3d78b3117cb,Kultur mah,41.073201899999994,29.0329,Fitin 15,41.069063735302,29.03000452145216,520,Gym,57,,,,,0.0,,1310057386,0,0
4e22a52d62e1964dbb73daae,Konaklar mah,41.0934402,29.013986300000003,Spor Salonu @lojmanlar,41.09494090201608,29.015949910996124,234,Gym,58,,,,,0.0,,1310893357,0,0
4e22f6cce4cdf68591949534,Ulus mah,41.0632296,29.027080600000005,Çamlıtepe Sitesi Pool&cafe,41.063240839702146,29.029924959954645,238,Gym Pool,59,,,,,0.0,,1310914252,1,1
4e2700da483b329ccb4057c7,Konaklar mah,41.0934402,29.013986300000003,Terrace Studio,41.09210103775168,29.01891458393512,439,Yoga Studio,60,,,,,0.0,,1311178970,0,1
4e2ec1961838f1c552bd52b2,Balmumcu mah,41.059104600000005,29.014713699999998,The Plaza Hotel GYM,41.06263508918065,29.011511991107373,476,Gym,61,http://www.theplazahotel.com.tr,,,+90 212 370 20 20,6.8,"Otelimizin 4B katında yer alan, her gün 07.00-22.00 saatleri arasında hizmet veren The Plaza Gym'de Plazma TV'ler eşliğinde Cybex kondisyon aletleri, kişiye özel fitness programı, terapatik uygulamalar, stretching, havuz, jakuzi, sauna, vitamin bar ile günün yorgunluğunu ve stresini atabilirsiniz.",1311687062,0,6
4e37156b091ae705a0f9af26,Gayrettepe mah,41.064196200000005,29.006711100000004,TTNET Gym,41.069137203586266,29.00518768325084,564,Gym,62,,,,,0.0,,1312232811,0,4
4e64e94fd22d509a3aaa5fe1,Kultur mah,41.073201899999994,29.0329,N-Fit Pilates Studio,41.07145008331505,29.029870853637128,320,Gym / Fitness Center,63,,,,,0.0,,1315236175,1,4
4e687b1e52b128a09ebdf3b2,Ci̇hannuma mah,41.047211100000006,29.007438699999998,Nafiz Başaran Boks Okulu,41.04464690901092,29.007325334531394,285,Gym / Fitness Center,64,http://www.nafizbasaran.com,,,,0.0,,1315470110,1,4
4e68fc91d22df5c11f8d8805,Ni̇sbeti̇ye mah,41.0717724,29.021261,LFB - Kempinski,41.07036353339015,29.01812723795283,306,Gym / Fitness Center,65,,,,,0.0,,1315503249,0,2
4e79ea90b61c0c4cb56323e2,Levent mah,41.0818288,29.018351199999998,Aristo Sports Center,41.082295,29.014772999999998,304,Gym,66,,,,,0.0,,1316612752,0,0
4e7d9d89f7900294813f1f5d,Ni̇sbeti̇ye mah,41.0717724,29.021261,My Yoga Mat,41.069284672741595,29.02017268094982,291,Yoga Studio,67,,,,,0.0,,1316855177,0,0
4e89be292c5b673ad54cd1e7,Balmumcu mah,41.059104600000005,29.014713699999998,B-Fit Balmumcu,41.061955332271616,29.01139223559897,422,Gym,68,,,,+90 212 212 46 00,7.5,,1317649961,3,7
4e89cdf1cc212845e5b07aeb,Meci̇di̇ye mah,41.050939299999996,29.021261,Rocky Gym,41.053076537614885,29.023514355067142,303,Gym,69,,,,+90 212 258 68 58,7.0,,1317654001,17,32
4e89e54b7ee6a22446669cf9,Di̇ki̇li̇tas mah,41.0557351,29.003801,Tunc Fight Club,41.05649864251456,29.002957741339845,110,Gym,70,,,,,7.4,,1317659979,4,10
4e89f9724690ceb3f17adc1d,Di̇ki̇li̇tas mah,41.0557351,29.003801,Mi Estilo Fitness & Spa,41.0559321203853,29.008122267696987,363,Gym / Fitness Center,71,http://www.mi-estilo.net,miestilogym,,+90 212 259 10 22,7.7,,1317665138,36,170
4e8edadeb803483190689f53,Turkali̇ mah,41.0476515,29.00161829999999,Sports Center Besiktas,41.046074353535474,28.99941008498178,255,Gym,72,,,,,0.0,,1317984990,0,0
4e931eb055037de99d9cefab,Meci̇di̇ye mah,41.050939299999996,29.021261,Rocky Sports Center,41.05310765711649,29.023491148468874,305,Gym / Fitness Center,73,,,,,0.0,,1318264496,1,1
4e9360a28b81592e629995df,Ni̇sbeti̇ye mah,41.0717724,29.021261,Gokahmet's fitness center,41.068643233396365,29.025378520083574,490,Gym,74,,,,,0.0,,1318281378,0,0
4e995f618b81f3191334635f,Di̇ki̇li̇tas mah,41.0557351,29.003801,Blue Vision Fitness Akademi,41.05443864953047,29.007564795690307,347,Gym / Fitness Center,75,,,,+90 212 351 36 56,0.0,,1318674273,1,2
4e99efd261afc418b981b041,Bebek mah,41.077743700000006,29.041628600000003,Yoga,41.08189792072819,29.043296394436823,483,Yoga Studio,76,,,,,0.0,,1318711250,0,0
4e9d4b9602d527780616d531,Balmumcu mah,41.059104600000005,29.014713699999998,World Class Fitness Center,41.055886252746895,29.008225863146066,651,Gym,77,,,,,0.0,,1318931350,0,0
4ea98d24490158681b0d5fc1,Abbasaga mah,41.0480102,29.004528499999996,The One Sports,41.04696050440396,29.00492924187871,121,Gym / Fitness Center,78,,,,,0.0,,1319734564,0,0
4eadaee89911d5c951671ee4,Yildiz mah,41.047149499999996,29.013986300000003,H&M,41.04429863659589,29.016881999412302,399,Yoga Studio,79,,,,,0.0,,1320005352,0,0
4eaeb68882315d0ca61f6999,Yildiz mah,41.047149499999996,29.013986300000003,Mini Ven,41.04465,29.016533000000003,350,Yoga Studio,80,,,,,0.0,,1320072840,0,0
4ec2ac6b9adf5630f701a3e0,Ni̇sbeti̇ye mah,41.0717724,29.021261,Dogakent Sitesi Spor Salonu,41.068462888781276,29.02327125035205,405,Gym,81,,,,,0.0,,1321380971,1,3
4ec51678f790c16e5238c264,Meci̇di̇ye mah,41.050939299999996,29.021261,Ortakoy Princess Hotel Saglikli Yasam Merkezi,41.04935431174121,29.02648870767601,473,Gym,82,,,,,5.6,,1321539192,0,4
4ecd1e4a2c5b26aab95c9c7d,Turkali̇ mah,41.0476515,29.00161829999999,Ahalya Pilates,41.048542397290255,28.995448220060943,527,Yoga Studio,83,,,,,0.0,,1322065482,1,0
4ed2590ce3007feb7fca72a5,Gayrettepe mah,41.064196200000005,29.006711100000004,NYG Fitness Center,41.06758963167435,29.00586139713452,384,Gym,84,,,,,0.0,,1322408204,0,0
4ed3d7c399114b488c0c5a3c,Si̇nanpasa mah,41.0418657,29.005111600000003,Milli Saraylar Spor Salonu,41.04692,29.00436,566,Gym,85,,,,,0.0,,1322506179,0,0
4ed7f2e993adde11f9a39076,Ulus mah,41.0632296,29.027080600000005,"Eryuruk Inn ""3rd Floor Gym""",41.06451455767521,29.02653219196286,150,Gym,86,,,,,0.0,,1322775273,0,0
4eeb3538b634b469c34e7ba3,Ulus mah,41.0632296,29.027080600000005,Mef Konutlari Gym Center,41.06284981867304,29.023792917480982,279,Gym,87,,,,,0.0,,1324037432,0,1
4eef97d6f9ab8c5a0419c967,Ulus mah,41.0632296,29.027080600000005,Ulus Vadi Spor Salonu,41.06193620675656,29.023888058288485,304,Gym / Fitness Center,88,,,,,0.0,,1324324822,1,2
4ef87351f790731252bff7a3,Kurucesme mah,41.0616299,29.0329,Muscle Gym,41.060504721889295,29.035843086605247,276,Gym,89,,,,,0.0,,1324905297,0,4
4f0acdd4e4b08f524b162dfc,Levent mah,41.0818288,29.018351199999998,Yaşam Yolu,41.08516675940179,29.01342642372705,555,Yoga Studio,90,,,,+90 212 279 77 12,0.0,,1326108116,1,0
4f0b2d03e4b0fcefab4a7ac7,Si̇nanpasa mah,41.0418657,29.005111600000003,GYM works,41.04464722617342,29.00344346564981,339,Gym / Fitness Center,91,,,,+90 212 259 91 71,6.8,"Sağlıklı yaşam, zinde bir vücut için  ''GYM works''.",1326132483,56,320
4f0c675be4b0065899eb0a8c,Kultur mah,41.073201899999994,29.0329,D-Gym Etiler,41.077175736818035,29.03372150692355,447,Gym / Fitness Center,92,,,,,9.2,,1326212955,7,143
4f20387fe4b03be7a562e2b8,Kultur mah,41.073201899999994,29.0329,Bfit Ulus,41.07381123871451,29.028602221671125,366,Gym,93,,,,,7.7,,1327511679,3,9
4f2ac9d7e4b0e2cf5e86fa57,Ulus mah,41.0632296,29.027080600000005,Bujin Fight Club,41.05881400852746,29.024286515995684,544,Martial Arts Dojo,94,,,,,8.9,,1328204247,2,44
4f3522aae4b01f8cbc93802c,Vi̇snezade mah,41.0415031,28.9987081,Pilates,41.04346525709521,28.999270155874253,223,Yoga Studio,95,,,,,0.0,,1328882346,0,1
4f352c0ee4b0ba1c47ecab3f,Ni̇sbeti̇ye mah,41.0717724,29.021261,Veges,41.07604636908125,29.019951031041018,488,Gym,96,,,,,0.0,,1328884750,0,0
4f36705ae4b0e313d267887c,Meci̇di̇ye mah,41.050939299999996,29.021261,Fitness World,41.05321858626819,29.020758062503408,257,Gym,97,,,,,0.0,,1328967770,0,1
4f3e0684a17cd1c4c4c43db3,Gayrettepe mah,41.064196200000005,29.006711100000004,B-Fit,41.0625029378191,29.009335041046143,289,Gym,98,http://www.b-fit.com.tr,,,+90 212 212 46 00,0.0,,1329464964,0,0
4f3f8726e4b0b5869f7cf0c9,Levent mah,41.0818288,29.018351199999998,TSYD Spor Salonu,41.079953651053955,29.020485263610574,275,Gym,99,,,,,0.0,,1329563430,1,3
4f426558e4b0f4a9fc6c9b70,Yildiz mah,41.047149499999996,29.013986300000003,Yoga Academy,41.04539101865342,29.011670188531014,275,Yoga Studio,100,,,,,0.0,,1329751384,1,1
4f4d1041e4b0b2a2fd5fd07f,Meci̇di̇ye mah,41.050939299999996,29.021261,Prıncess Otel,41.050312970320775,29.025475133332485,360,Gym / Fitness Center,101,,,,,6.9,,1330450497,1,7
4f571209e4b0be1ce2d5463b,Di̇ki̇li̇tas mah,41.0557351,29.003801,Polat Boks Salonu,41.05589320983517,29.003103814488092,61,Martial Arts Dojo,102,http://www.etilerboks.com,,,+90 212 265 38 45,9.4,,1331106313,9,131
4f5cb2fbe4b01219ac44d7ca,Ulus mah,41.0632296,29.027080600000005,nevra's soul center,41.06663883671103,29.024520364437265,436,Yoga Studio,103,,,,,0.0,,1331475195,0,0
4f5e304fe4b0c4b68b4b6828,Turkali̇ mah,41.0476515,29.00161829999999,Om Yoga,41.04591015114885,29.00122053919753,196,Yoga Studio,104,,,,,8.9,,1331572815,19,63
4f7429f6e4b026e7916eca0b,Ni̇sbeti̇ye mah,41.0717724,29.021261,Avantgarde Fitness & Spa,41.07084198494302,29.01526401187274,513,Gym / Fitness Center,105,http://www.avantgardespa.net,,,+90 212 267 23 33,7.4,,1333012982,41,160
4f748e3be4b0f3ab58ac89e4,Ni̇sbeti̇ye mah,41.0717724,29.021261,Beyaz Vadi Spor Salonu,41.07426665211249,29.023804283866202,350,Gym / Fitness Center,106,,,,,0.0,,1333038651,0,0
4f906c4be4b09decf96a6df0,Konaklar mah,41.0934402,29.013986300000003,508 No'lu Oda,41.09591989764315,29.017649263070634,413,Gym,107,,,,,0.0,,1334864971,0,1
4f957f30e4b01b89912bc7e0,Di̇ki̇li̇tas mah,41.0557351,29.003801,CONAN Spor Salonu,41.056789380383115,29.005651094308117,194,Gym,108,,,,,0.0,,1335197488,0,0
4f95be7de4b0d668ffb66a64,Akat mah,41.085614299999996,29.0256257,Alman Deresi Yürüyüş Parkuru,41.08763739845536,29.0295442007877,398,Track,109,,,,,8.7,,1335213693,11,83
4f9bc0c7e4b08ea038eca857,Eti̇ler mah,41.0870419,29.037264299999997,Spor Sart,41.084035517640906,29.041585961571823,493,Gym,110,,,,,0.0,,1335607495,0,0
4f9d39f5e4b0ef2f716320f1,Levazim mah,41.06331369999999,29.018351199999998,Selenium City Spor,41.06643856997163,29.01920651233768,355,Gym Pool,111,,,,,0.0,,1335704053,0,0
4fae2107e4b0664ab7791009,Balmumcu mah,41.059104600000005,29.014713699999998,Life Fitness,41.0604127816369,29.010983353881286,345,Gym,112,,,,,0.0,,1336811783,1,3
4faffe62e4b0861ead2dc747,Ci̇hannuma mah,41.047211100000006,29.007438699999998,Yoga Evi,41.04455195705611,29.008009879802422,299,Yoga Studio,113,,,,,0.0,,1336933986,0,0
4fb73636e4b01fc5324c57da,Vi̇snezade mah,41.0415031,28.9987081,Swiss Hotel Bosphorus SPA & Wellness Center,41.042453145359175,28.99296418676912,493,Gym / Fitness Center,114,,,,,7.5,,1337407030,5,19
4fb91c39e4b002b8bbaa24bc,Di̇ki̇li̇tas mah,41.0557351,29.003801,Sky Fitness,41.054066790785576,29.00017175177528,356,Gym / Fitness Center,115,,,,,0.0,,1337531449,0,0
4fc4f5d4e4b02a2bec17c30a,Konaklar mah,41.0934402,29.013986300000003,Tria Club,41.09069594210857,29.008674880258422,540,Gym / Fitness Center,116,http://fbf.bz/b/l9,,,+90 212 284 81 74,0.0,,1338308052,0,0
4fc5061ce4b02a2bec1ed4be,Bebek mah,41.077743700000006,29.041628600000003,Yoga Academy İstanbul,41.080907192785205,29.035999929756606,589,Gym,117,http://fbf.bz/b/O1,,,+90 212 265 23 54,0.0,,1338312220,0,1
4fc77c66e4b06af1d0f968e4,Si̇nanpasa mah,41.0418657,29.005111600000003,Yoga Academy,41.0443672468324,29.00900437590007,429,Yoga Studio,118,,,,+90 212 236 41 76,0.0,,1338473574,0,3
4fc9b8c9e4b0f9aeca841504,Si̇nanpasa mah,41.0418657,29.005111600000003,SWEAT Fitness Center,41.04254040858915,29.002490833427714,232,Gym,119,,,,+90 212 381 21 21,0.0,,1338620105,0,1
4fcd42e8e4b0b705e87c3786,Si̇nanpasa mah,41.0418657,29.005111600000003,Yogaevi,41.043579,29.007983000000003,307,Yoga Studio,120,http://fbf.bz/b/3uM,,,+90 212 327 87 14,0.0,,1338852072,0,0
4fcdfa55e4b0c300d50367ba,Ci̇hannuma mah,41.047211100000006,29.007438699999998,Champion Sport Center,41.047503000000006,29.007795,44,Gym,121,http://fbf.bz/b/6Ac,,,+90 212 327 53 13,0.0,,1338899029,0,0
4fce2562e4b0155a2eabb5ec,Levazim mah,41.06331369999999,29.018351199999998,Korukent Rekreasyon Merkezi,41.05989,29.02165,471,Gym,122,http://fbf.bz/b/7r1,,,+90 212 274 06 68,0.0,,1338910050,0,0
4fd04bf9e4b00dbf7d8d8276,Ulus mah,41.0632296,29.027080600000005,Tai chi Salon2 United Clubs,41.058863751939704,29.024435116925503,534,Yoga Studio,123,,,,,0.0,,1339051001,1,0
4fd08cb1e4b0da17b0341523,Di̇ki̇li̇tas mah,41.0557351,29.003801,Avatar Gym,41.055879242455,29.00305859890007,64,Gym,124,,,,,0.0,,1339067569,0,1
4fd39809e4b0a8f57126ea38,Akat mah,41.085614299999996,29.0256257,ersin's gym,41.086463928222656,29.02676010131836,134,Gym,125,,,,,0.0,,1339267081,1,0
4fd4e627e4b0a071e1d8148e,Levazim mah,41.06331369999999,29.018351199999998,Selenium Havuz,41.06595502093603,29.01949068020779,309,Gym Pool,126,,,,,0.0,,1339352615,0,0
4fd8489be4b02579a17d33e4,Eti̇ler mah,41.0870419,29.037264299999997,Pilates Etiler,41.084028123298616,29.03373325729612,447,Gym,127,,,,+90 212 352 70 46,0.0,,1339574427,2,1
4fdc22d3e4b090d3f585e5bf,Levent mah,41.0818288,29.018351199999998,Cengiz Han Üçgün Pilates Studio,41.08294582532909,29.013922258500784,391,Gym / Fitness Center,128,,,,,7.9,,1339826899,3,9
4fdee8cce4b044e8235978ed,Vi̇snezade mah,41.0415031,28.9987081,Sport House Fight Club,41.04417860181871,29.0010527795587,357,Martial Arts Dojo,129,,,,,0.0,,1340008652,0,4
4fe34efde4b0fcbc9309fe10,Ortakoy mah,41.053970299999996,29.027080600000005,Unıted cımps spor salonu,41.0579420598637,29.023429192709393,537,Gym,130,,,,,0.0,,1340296957,0,0
