Venue Id,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Distance,Venue Category,Unnamed: 0_y,Venue Url,Venue Twitter,Venue Instagram,Venue Formatted Phone,Venue Rating,Venue Description,Venue Created,Venue Tips Count,Venue Likes Count
4d88de47401a224b7b108118,Caddebostan mah,40.96792670000001,29.061993400000002,Shapemaster,40.96888659749053,29.064824592915038,260,Yoga Studio,40,,,,,0.0,,1300815431,2,4
4d95fb11c19fb60cbde97265,19 mayis mah,40.97462609999999,29.0881728,Cevre Spor Kompleksi,40.9759279819444,29.08237542012545,508,Gym / Fitness Center,41,,,,,6.1,,1301674769,0,5
4d9b4db19199a090d18eda87,Rasi̇mpasa mah,40.9960665,29.027080600000005,Sports International,41.000173867755855,29.031121244647732,569,Gym,42,http://www.sportsinternational.com.tr,sportsintclubs,,+90 216 339 25 00,8.1,,1302023601,123,514
4da466d17aee5481c5fbfcfe,Feneryolu mah,40.9819573,29.04890199999999,Atlas Fitness,40.97829905829272,29.05166379125072,468,Gym,43,,,,+90 216 414 91 94,7.9,,1302619857,4,27
4dbbe5b80437955ec02383b6,Suadi̇ye mah,40.963081,29.0838099,Power Plate,40.96093574561308,29.07957671999269,428,Gym / Fitness Center,44,,,,,0.0,,1304159672,2,1
4dbea60c815439392fc1b56e,Zuhtupasa mah,40.9859157,29.038719099999998,Naturel Gym,40.9873219803479,29.044665863447342,523,Gym,45,,,,,0.0,,1304339980,0,0
4dcaf40d52b17cba4f9da256,Goztepe mah,40.9771558,29.066357,KADEV,40.97789015169009,29.070536323433533,360,Martial Arts Dojo,46,,,,,0.0,,1305146381,1,0
4dcaf917fa76d745f04aa97d,19 mayis mah,40.97462609999999,29.0881728,TB Gym,40.973092,29.092648999999998,413,Gym,47,,,,,0.0,,1305147671,0,0
4dcc162b52b17cba4fb74073,Zuhtupasa mah,40.9859157,29.038719099999998,Hakan Demiray Plates Studio,40.981860412825775,29.04055741964909,477,Yoga Studio,48,,,,,0.0,,1305220651,0,0
4dd111f2d164679b8d3d7f52,Kosuyolu mah,41.0090866,29.038719099999998,juvenis Veranda,41.009792,29.034877,332,Track,49,,,,,0.0,,1305547250,0,0
4def3706d164e99c7b35ae40,Bostanci mah,40.9583172,29.096898200000002,Studio Powerland (Power Plate Studio),40.959708304199374,29.092210958436205,423,Gym,50,http://www.studiopowerland.com,,,+90 216 471 50 00,0.0,,1307522822,9,4
4df0f8cdc65b0270f3a61430,Suadi̇ye mah,40.963081,29.0838099,Blue Gym,40.963502772245725,29.08155075599686,195,Gym / Fitness Center,51,,,,+90 216 380 88 55,7.4,,1307637965,3,7
4df6397414954f21cf372377,Suadi̇ye mah,40.963081,29.0838099,Myramed,40.961513000000004,29.089467,506,Gym,52,,,,,0.0,,1307982196,2,1
4dfcd1d2b61c84188eee159e,Fenerbahce mah,40.97428620000001,29.0430833,Jiva Yaşam Atölyesi,40.976599036108006,29.048444625139872,518,Yoga Studio,53,,,,,0.0,,1308414418,1,0
4e0e6a7be4cd27fc7d2fde3f,Caferaga mah,40.9837196,29.0256257,Saint Joseph Havuz,40.98266288946446,29.027151620192374,174,Gym Pool,54,,,,,7.4,,1309567611,3,26
4e11fc61ae602afe96c1b530,Caddebostan mah,40.96792670000001,29.061993400000002,merihkenet,40.97078128055004,29.065143928256912,413,Yoga Studio,55,,,,,0.0,,1309801569,0,0
4e17382c62e12640d8693a46,Kozyatagi mah,40.9691471,29.095444,Sports Club Yesil Yuvam1,40.96705,29.095717999999998,234,Gym / Fitness Center,56,,,,,0.0,,1310144556,0,0
4e1fe00fc65b2b5e353681a2,Kosuyolu mah,41.0090866,29.038719099999998,Nasi Gym,41.01172193906007,29.035687840682375,388,Gym,57,,,,,0.0,,1310711823,1,0
4e25b340d22df6f8887c0dc9,Dumlupinar mah,40.9942188,29.05908429999999,Veteran Masa Tenisi Klubu,40.99530910152132,29.059024660979237,121,Gym,58,,,,,0.0,,1311093568,0,0
4e3ad3b1d4c05163b45495cc,Kozyatagi mah,40.9691471,29.095444,B-fit Kozyatağı,40.96620448190864,29.090600408459462,522,Gym / Fitness Center,59,,,,+90 216 373 83 77,6.5,,1312478129,2,11
4e42d279483bcb5c2da8042c,Suadi̇ye mah,40.963081,29.0838099,Miltas Spor Salonu,40.959294832784046,29.08800299225573,549,Gym,60,,,,,0.0,,1313002105,0,3
4e48110852b1bac0d98c3035,Bostanci mah,40.9583172,29.096898200000002,Yoga Academy,40.960722283826904,29.098985,320,Yoga Studio,61,,,,,0.0,,1313345800,0,1
4e5658b91838c793c076287c,Zuhtupasa mah,40.9859157,29.038719099999998,Fenerbahce Voleybol Subesi,40.983249763684576,29.035626897975856,394,Gym / Fitness Center,62,,,,,8.2,,1314281657,2,12
4e61df4652b1260c12e0a5e5,Erenkoy mah,40.973194899999996,29.0765381,Sport Arts Pilates Studio,40.97666407885328,29.075847794406506,390,Yoga Studio,63,,,,,0.0,,1315036998,0,1
4e663504b993678bb83f5f08,Merdi̇venkoy mah,40.9864251,29.066357,Temple GYM Spor Merkezi,40.9871966976285,29.060166715552224,527,Gym,64,,,,+90 216 566 89 47,0.0,,1315321092,0,2
4e67b15ad4c0d52246350578,Zuhtupasa mah,40.9859157,29.038719099999998,Shibumi Dojo,40.98631423626132,29.038811060845546,45,Martial Arts Dojo,65,,,,,0.0,,1315418458,1,3
4e6e31f3b9932d7f63dbef4c,Caddebostan mah,40.96792670000001,29.061993400000002,Sahaja Yoga,40.968701036497116,29.05982580463378,201,Yoga Studio,66,,,,,0.0,,1315844595,0,2
4e70c2feae602b2e726c099e,Erenkoy mah,40.973194899999996,29.0765381,Pramit Sport Center,40.973396283329436,29.07129756108606,441,Gym,67,,,,,8.7,,1316012798,4,19
4e74b60db993a71aa3611b98,Osmanaga mah,40.99143170000001,29.027080600000005,Şahin Sport Academy,40.9884940562814,29.03137766248276,487,Gym,68,,,,,0.0,,1316271629,1,0
4e78f32bc65b8073f5bb3910,Merdi̇venkoy mah,40.9864251,29.066357,Yogi Yoga,40.9822721386209,29.06763815529435,474,Yoga Studio,69,,,,,0.0,,1316549419,0,0
4e7ca572d164ebe0f50d98a5,Hasanpasa mah,40.9966818,29.0438107,Acıbadem Fitness Academy,40.99997893164302,29.043459127330348,368,Gym,70,,,,,6.9,,1316791666,3,40
4e80906bb803e97b5ab5de61,Bostanci mah,40.9583172,29.096898200000002,Fitness plus,40.95458214552643,29.097909564234158,424,Gym / Fitness Center,71,,,,+90 216 384 49 00,0.0,,1317048427,1,4
4e8490cc5c5c9240de8edb7a,Caddebostan mah,40.96792670000001,29.061993400000002,Göztepe Parkı Spor Aletleri Alanı,40.970105988504365,29.058592837124163,374,Gym / Fitness Center,72,,,,,0.0,,1317310668,0,2
4e89a097b803c964b7c0b102,19 mayis mah,40.97462609999999,29.0881728,Angel Health Club,40.977065487436576,29.092600902833453,460,Gym / Fitness Center,73,,,,,0.0,,1317642391,0,0
4e8cadb730f82b1224bd94b6,Erenkoy mah,40.973194899999996,29.0765381,Bujinkan Turkey Haburamu Dojo,40.97696769618054,29.07741474832461,426,Martial Arts Dojo,74,http://www.bujinkanturkey.com,,,,8.8,,1317842359,7,31
4e9064df30f81ec6ff74e7b9,Erenkoy mah,40.973194899999996,29.0765381,Armada Spor Kulübü,40.976106305187294,29.073597999574694,407,Gym / Fitness Center,75,,,,,6.7,,1318085855,1,6
4e9adc8377c807974c0d88ad,Egi̇ti̇m mah,40.989668200000004,29.0503567,The meridian fitness club,40.98591731729461,29.048961711582933,433,Gym,76,,,,,0.0,,1318771843,0,0
4e9fd072b80362c66279436c,Zuhtupasa mah,40.9859157,29.038719099999998,Fenerbahçe Sk Kürek Şubesi,40.98192395565591,29.035161060936023,535,Gym,77,,,,,9.0,,1319096434,5,33
4ea03a06d22d6eead8146ed6,Acibadem mah,41.0021363,29.038719099999998,Koşuyolu Spor Merkezi,41.00577671992132,29.033030962597852,626,Gym,78,,,,,5.9,,1319123462,3,9
4ea12851e5facb29c6b651cc,Caddebostan mah,40.96792670000001,29.061993400000002,Istanbul Yoga Merkezi,40.964847250767434,29.0663480758667,501,Yoga Studio,79,http://www.yogamerkezi.com,istanbulyoga,,+90 216 368 84 82,8.4,Vivekananda Yoga Üniversitesi'nin Türkiye temsilcisidir. Purnam Yayınları Istanbul Yoga Merkezi kuruluşudur..,1319184465,4,19
4eaac075f7905c3941608800,Caferaga mah,40.9837196,29.0256257,Hakkı Kosar Karate-Do,40.98587203402425,29.025288246742512,241,Martial Arts Dojo,80,,,,,8.3,,1319813237,4,13
4eb03c0a77c8d1e762221d43,Caddebostan mah,40.96792670000001,29.061993400000002,Power Plate,40.96617274320619,29.069264509514014,641,Gym,81,,,,,0.0,,1320172554,0,0
4eb94f034901cef9da2982d1,Bostanci mah,40.9583172,29.096898200000002,TANMAN Spor Merkezi,40.95810473781135,29.09992306204477,255,Gym,82,,efe_tanmam,,,0.0,,1320767235,0,0
4eb96bf99a52ad1e409fd197,Dumlupinar mah,40.9942188,29.05908429999999,Hamit Akyüz Fitness Club (Şampiyon Spor Kompleksi),40.99880968517749,29.061513306237845,550,Gym,83,,,,,6.9,,1320774649,0,7
4ebb1afcbe7b329d904ec6bf,Kozyatagi mah,40.9691471,29.095444,Plates Studio Kozyatağı,40.96697400299482,29.093140561986985,309,Yoga Studio,84,http://www.pilatestudio.org,,,,7.3,,1320884988,3,6
4ec1041fe3005ff92a3eb317,Caddebostan mah,40.96792670000001,29.061993400000002,Gymnasio,40.971849668945204,29.061215143972014,441,Yoga Studio,85,,,,,7.5,,1321272351,5,16
4ec5662ce5fa74ea53610ab5,Dumlupinar mah,40.9942188,29.05908429999999,Hamit Akyüz Gym [Şampiyon Spor Tesisleri],40.99905511776355,29.06121785275861,567,Gym,86,,,,,6.0,,1321559596,1,7
4ec697738b81dcfdc25cb502,Caferaga mah,40.9837196,29.0256257,Gym,40.98848607912285,29.02457719608545,537,Gym,87,,,,,0.0,,1321637747,0,0
4ec69839d3e3e131f1273011,Caferaga mah,40.9837196,29.0256257,Gym,40.9852188034738,29.02512846198029,172,Gym,88,,,,,0.0,,1321637945,0,0
4ec6a23e0e017e2f98df2861,Rasi̇mpasa mah,40.9960665,29.027080600000005,Fitness Center,40.99415851,29.02407812,329,Gym / Fitness Center,89,,,,,0.0,,1321640510,1,0
4ec7cd922c5b532d0703c88e,Zuhtupasa mah,40.9859157,29.038719099999998,Power Gym Sport Center,40.98690981284876,29.03482821615469,345,Gym / Fitness Center,90,,,,,6.5,,1321717138,11,6
4eceb0c50cd62a61dcda99f3,Kosuyolu mah,41.0090866,29.038719099999998,B-Fit Circuit Training & Fitness Center,41.01253861170637,29.036623872776907,422,Gym,91,,,,,7.4,,1322168517,10,28
4ed61e76722eff15bff9ba3c,Dumlupinar mah,40.9942188,29.05908429999999,Gym Sportz,40.99140433544793,29.05913829863288,313,Gym,92,,,,,0.0,,1322655350,0,0
4ed915480aaf49e027f336e5,Kozyatagi mah,40.9691471,29.095444,B-Fit Pilates,40.96971391813188,29.091976031946444,298,Gym,93,,,,,0.0,,1322849608,0,1
4ed915eecc215fbf087175d0,Kozyatagi mah,40.9691471,29.095444,B-Fit Pilates Studio,40.966976866550155,29.092901976071182,322,Gym,94,,,,,0.0,,1322849774,0,1
4ee2553bb8f775b3742073f1,Caferaga mah,40.9837196,29.0256257,Shibumi Dojo BJJ,40.984506350437606,29.02433086938229,139,Martial Arts Dojo,95,,,,,7.6,,1323455803,3,12
4eeb66b4c2ee434b71491b7d,Caferaga mah,40.9837196,29.0256257,Moda Form Center,40.98510079366717,29.026617787255912,174,Gym / Fitness Center,96,,,,,8.4,,1324050100,28,85
4eeddc829911d70cb84525d6,Zuhtupasa mah,40.9859157,29.038719099999998,Naturel Gym,40.98902592211034,29.0417052947176,427,Gym / Fitness Center,97,,,,,0.0,,1324211330,0,0
4f07ef03e4b0803b684f4016,Rasi̇mpasa mah,40.9960665,29.027080600000005,Gata Hastanesi Kapali Spor Salonu,41.00001007313921,29.022894970387863,562,Gym / Fitness Center,98,,,,,0.0,,1325920003,1,0
4f08617ae4b0cc066c208bc5,Suadi̇ye mah,40.963081,29.0838099,Form Studio,40.96405477207953,29.081498788857093,222,Gym / Fitness Center,99,http://www.formstudiosuadiye.com,formstudiosuadi,,+90 216 409 10 64,7.2,,1325949306,4,6
4f156ce2e4b0960d02b3540c,Acibadem mah,41.0021363,29.038719099999998,Candan Hoca,41.00089377554622,29.033550649113025,455,Gym,100,,,,,0.0,,1326804194,0,0
4f1700e2e4b01eeff3b5df82,19 mayis mah,40.97462609999999,29.0881728,Firstep Power Plate,40.97443284310533,29.09289629544957,397,Gym,101,,,,,0.0,,1326907618,0,0
4f21590ae4b0d23f2ba6a21c,Fenerbahce mah,40.97428620000001,29.0430833,Mood City Club,40.97414163345649,29.046780668935433,311,Gym / Fitness Center,102,http://www.moodcityclub.com,,,+90 216 385 53 56,8.1,,1327585546,48,186
4f46916ae4b0f37b08d98743,Hasanpasa mah,40.9966818,29.0438107,Murat Abi GYM,40.995186,29.040278999999998,340,Gym,103,,,,,0.0,,1330024810,0,0
4f4ce55ee4b0f0c7006ee963,Dumlupinar mah,40.9942188,29.05908429999999,Body Building and Fitness,40.9909553109875,29.05704638510385,401,Gym,104,,,,1,0.0,,1330439518,0,1
4f4de4bce5e86f71a349ca7b,Caferaga mah,40.9837196,29.0256257,Akyurt Aikido Okulu,40.984893851887314,29.02589189563652,132,Martial Arts Dojo,105,,,,+90 216 700 28 13,7.9,,1330504892,3,5
4f5fccb3e4b039b674f5c3cd,Hasanpasa mah,40.9966818,29.0438107,GYM,40.99533965837607,29.03782407852536,524,Gym,106,,,,,0.0,,1331678387,0,0
4f8432b1c2ee589eb34fa07c,Rasi̇mpasa mah,40.9960665,29.027080600000005,Demir Spor Kulübü,40.99632206243335,29.024462699890126,221,Gym,107,,,,,0.0,,1334063793,1,0
4f8ab36ae4b0183206f292cb,19 mayis mah,40.97462609999999,29.0881728,Sports Factory,40.971203793677404,29.088616951860978,382,Gym,108,,,,,8.8,,1334489962,61,206
4f8d63e3e4b021fa8b236e80,Suadi̇ye mah,40.963081,29.0838099,Beyaz Yoga,40.96118682190495,29.08397056111091,211,Yoga Studio,109,,,,+90 216 362 20 07,0.0,,1334666211,0,2
4f8fdd5ae4b000f3fba423da,Caddebostan mah,40.96792670000001,29.061993400000002,sportstime,40.96569036088178,29.066507519845466,453,Gym,110,,,,,0.0,,1334828378,0,0
4f918f4de4b0a9b8bd48d316,Osmanaga mah,40.99143170000001,29.027080600000005,Pinpon,40.99102080823384,29.029407809214266,200,Gym,111,,,,,0.0,,1334939469,0,0
4f985835e4b08ffa2103f9ba,Suadi̇ye mah,40.963081,29.0838099,Mirkelam Koşu Yolu,40.964545034215774,29.089209527256088,482,Track,112,,,,,0.0,,1335384117,0,0
4fa66305e4b017e938c49a18,Acibadem mah,41.0021363,29.038719099999998,Shotokan Karete-do,41.002589,29.035781,251,Martial Arts Dojo,113,,,,,0.0,,1336304389,0,2
4faa80f9e4b070f16d752534,Caferaga mah,40.9837196,29.0256257,Power Plate-Pilates,40.987327918656774,29.02704935240209,419,Gym,114,,,,,0.0,,1336574201,0,0
4fabe5aee4b08190cc3eee15,Kosuyolu mah,41.0090866,29.038719099999998,Zumba Fitness Time,41.00949549800081,29.045023855400068,531,Yoga Studio,115,,,,,0.0,,1336665518,0,0
4fad3ee7e4b0cf5ea1120a24,Rasi̇mpasa mah,40.9960665,29.027080600000005,Sportica,40.99427630390304,29.02880541164681,246,Gym,116,,,,,0.0,,1336753895,0,0
4fc1feeae4b0c59234ac30b0,Bostanci mah,40.9583172,29.096898200000002,Yoga Life Istanbul,40.96265204183085,29.09487881949807,511,Yoga Studio,117,,,,,0.0,,1338113770,1,0
4fc28526e4b0a3bda131d623,Goztepe mah,40.9771558,29.066357,Workout ,40.97368495542565,29.062780340635037,489,Gym,118,,,,,0.0,,1338148134,1,2
4fc4eee9e4b02cfa67f2fc95,Suadi̇ye mah,40.963081,29.0838099,Bir-Ay Güzellik Salonu,40.967003098394215,29.087016738298622,513,Gym / Fitness Center,119,http://fbf.bz/b/7E,,,+90 216 467 87 06,0.0,,1338306281,0,0
4fc4f91be4b0165c919db8a1,Osmanaga mah,40.99143170000001,29.027080600000005,Alfamed Güzellik,40.9899143823567,29.028919071746373,228,Gym / Fitness Center,120,http://fbf.bz/b/rm,,,+90 532 504 15 11,0.0,,1338308891,0,2
4fc4fb2fe4b0093f0b42b83b,Suadi̇ye mah,40.963081,29.0838099,Portakal Spor Suadiye,40.9637174,29.0833231,81,Gym,121,http://fbf.bz/b/ud,,,+90 216 361 40 24,0.0,,1338309423,0,0
4fc79714e4b0d8064bfc2f8f,Caferaga mah,40.9837196,29.0256257,Nefess Yoga,40.980128449500505,29.02285770191903,462,Yoga Studio,122,http://www.nefessyoga.com,,,+90 216 550 36 42,8.7,,1338480404,8,66
4fc85c3be4b0ab3d65687036,Bostanci mah,40.9583172,29.096898200000002,Caddebostan Yoga Center,40.953375,29.096019000000002,555,Yoga Studio,123,http://fbf.bz/b/7jb,,,+90 216 369 94 04,0.0,,1338530875,0,0
4fca2eb3e4b0605a48cf0f09,Dumlupinar mah,40.9942188,29.05908429999999,Jung Moo Taekwondo Club,40.99301544347296,29.05663825071921,245,Martial Arts Dojo,124,,,,,0.0,,1338650291,0,0
4fcd22f2e4b004e78e1bc960,Suadi̇ye mah,40.963081,29.0838099,Studio Powerland Form Tutma Merkezi,40.96094861232649,29.085840799593548,292,Gym,125,http://fbf.bz/b/2JZ,,,+90 216 471 50 00,0.0,,1338843890,0,0
4fcd42eae4b044b229d53a7e,Merdi̇venkoy mah,40.9864251,29.066357,Ananda Marga Yoga Derneği,40.98277195387287,29.067297261066628,414,Yoga Studio,126,http://fbf.bz/b/3uN,,,+90 216 369 84 68,0.0,,1338852074,0,0
4fcdf8a3e4b0cf727b690bd0,19 mayis mah,40.97462609999999,29.0881728,Private Sports,40.97722739725325,29.092674751041304,476,Gym,127,,,,,0.0,,1338898595,0,2
4fcf7e5ee4b00e6d064ec02a,Feneryolu mah,40.9819573,29.04890199999999,XBody kızıltoprak,40.9795514272523,29.044413074819825,462,Gym,128,http://www.xbody.com.tr,xbodyprivate,,+90 216 450 23 48,8.0,,1338998366,4,9
4fd61a39e4b0a071e25204dc,Hasanpasa mah,40.9966818,29.0438107,Hard line sports,40.99998353387117,29.04346424573612,368,Gym,129,,,,,0.0,,1339431481,1,2
4fd9882ee4b00bfb272dc8de,Acibadem mah,41.0021363,29.038719099999998,S.C. & S.C.,41.0020230945382,29.040159639151696,121,Gym / Fitness Center,130,,,,,0.0,,1339656238,0,0
4fe0fe61e4b0cc64d6f6beba,Caddebostan mah,40.96792670000001,29.061993400000002,Sky Residence - Swimming Pool,40.96932014493827,29.067660881549106,500,Gym Pool,131,,,,,0.0,,1340145249,0,0
